Airline Name | Title | Rating | Verified | Review_Text
Lufthansa | "not given me a cent of reimbursement" | 1 | ✅ Trip Verified | I recently (March 2025) was on a business trip from US to Europe. The original flight was cancelled due to a strike in Frankfurt. I fly a lot, so not the first time. But this is when several red flags began to happen. The first red flag was Lufthansa did not offer an alternative flight. The only way to communicate with them was through a chat bot, there was no real person to talk to. The only options I had was to refund my flight and completely new book, which would have been insanely expensive or to update to another flight two days later for an additional $650. Why Lufthansa did not offer this update for free was beyond me to understand. Lufthansa refused to reimburse me these $650. I ended up paying more than $2,500 for a flight ticket from the East Coast of US to Frankfurt.  But it gets better. The first flight was a leg from Raleigh to Newark. That flight was delayed, which then led to me being rebooked on a Lufthansa flight from Newark to Munich, which also was delayed, which then led again for me to be rebooked on a different flight from Munich to Frankfurt. The funny part is that a United customer service agent was able to rebook me last minute on a flight to Germany on Lufthansa. Something that Lufthansa was not able to do two days earlier when their flight was cancelled! This last-minute rebooking of course also led to a downgrade of my booked class. I flew Economy.  Over this entire process, Lufthansa has lost my luggage. At that point, I only had two days in Europe anyways, but all the appointments that I cramped into those two days had to be cancelled, because I literally only had one change of cloth with me. Thankfully my mother lives in Germany, so I could rent a car and drive to my mother to stay until my luggage was found. At that point, I already has another flight to Asia, so I lost an entire week of work, thanks to Lufthansa. At the end of the day, I paid more than $2,500 for an economy class flight from Raleigh to Frankfurt, that was more than 48 hours too late, and during which my luggage was lost. Lufthansa has not given me a cent of reimbursement. Dealing with their customer service, which you only can reach via web portal, is an absolute pain. They expect you to know all the Lufthansa specific rules and regulations. It seems their main aim is not to satisfy their customer, but to save as much money as possible. I travel a lot for work, and I flew many many airlines in my life. I always looked forward to fly Lufthansa. But this experience has changed my mind. There are many other airlines that fly to Europe. They all have to deal with strikes, they all lose luggage sometimes. But every single airline I ever flew with, even the US based airlines, were friendlier and more helpful in their customer relations than Lufthansa. Lufthansa just lost a customer in me. And I don't wish for anyone to have the same experience.
Lufthansa | “still get the same amenities” | 1 | ✅ Trip Verified | Even though it was a short early morning flight, I still had a good experience with Lufthansa. I still get the same amenities, like bottled water and a Lindt Milk Chocolate bar with the Lufthansa logo. Other than that, there is nothing incredibly major to explain regarding issues.
Lufthansa | “what a finishing touch” | 1 | ✅ Trip Verified | It's been seven years since I last flew on Lufthansa. I was fortunate enough to fly on Lufthansa for the first time in seven years, and the moment I got on that plane, I felt good. Because it was a short flight, I didn't have to worry about anything. But the best part was that I got a Milk Chocolate bar from Lindt, and what's nice is that they have a Lufthansa logo on it - what a finishing touch.
Lufthansa | "I have received nothing" | 1 | ✅ Trip Verified | Not only did Lufthansa cancel our flight two days in a row, we had to deal with an incredible amount of chaos and confusion. At one point, TSA had to send us back to the Lufthansa counter because we were given boarding passes for the wrong day. It was the same chaos on every leg of our flights. In Naples, the gate attendant was rude and made no effort to have the plane board in an orderly fashion. Lufthansa promised to pay for at least a portion of the cost of the hotel room I booked when our first flight was cancelled. It has been almost three months since they promised to compensate me and I have received nothing. When I contacted them to ask about it, it took nearly a month for them to send me a form letter saying, "We're looking into it." I have heard nothing since and I have no hope of ever receiving the promised compensation.
Lufthansa | "they don't have alternative flights" | 1 | ✅ Trip Verified | On February 20th we travel from Zagreb to Dubai via Frankfurt, service, food, movie options etc was horrible. They cancelled our flights on March 1st and they just rebooked us on March 2nd without our permission. I decided to call their customer service by phone to find alternative flight on March 1st but they told me that they don't have alternative flights on March 1st. I tried to change my final destination to Venice or Ljubljana just to fly on same day as per our original schedule, but customer service said there was no any alternative options. So my family had been rebooked for the next day but without any accommodation. They told me that they will reimburse me for hotel. I have not request reimbursement yet but i will post new review if all will go smooth or i will need to spend days and days to solve my problems.
Lufthansa | "no-service experience"  | 2 | ✅ Trip Verified | A poor low cost experience with full service airline Lufthansa, for which I paid a high fare. Got a cup of water and a chocolate (10 gr). Kindly enough they let me have a second chocolate (because I nicely asked). In their Tourist Class (not that their intra-European Business Class is anything great much better), Lufthansa (& Co.) are nothing better than any other low cost airline when flying in Europe. The only difference is that most of the European low cost airlines are consistent, you get what you pay for and there are no surprises. Not with Lufthansa: pay higher fares, add luggage, seats etc and get the full no-service experience!
Lufthansa | "Wi-Fi never worked" | 2 | ✅ Trip Verified | Tokyo to Munich, more than 14h airborne. Legroom on A350 of Lufthansa is comparable to Ryanair. Pure and simple. However they thought a steep reclining angle of the seats would make it better. All you will get is your IFE screen 5cm from your head with no ability to grab anything from the bag under the seat in front. Lufthansa should be ashamed of themselves. Wi-Fi never worked, you couldn’t even connect and trigger the captive login page. They did not try to fix it and didn’t seem to care much as “it is not free anyway”. Well text messaging is free and that’s what 90% of people want. Generally the crew was unpleasant, dismissive, and looked like they would rather be anywhere other than here.  IFE was non responsive at first, had to be rebooted, and was still the slowest IFE I experienced but at least it works. However selection of content was decent with a lot of choice. 5 Had a look at the premium economy section when booking, and considered upgrading. However, when on the plane, it looks just as miserable as our section. There is not even a clear separation between the two, and you’re better off trying to get an extra legroom seat in economy. On the return of the same trip, almost missed my correspondence for the same reason.
Emirates | “they refused to made me a refund” | 1 | ✅ Trip Verified | I had the worst experience at Miami on April 12, 2025. My trip was MIA-BOG. The people at the counter were very rude. I always use a small luggage as a personal item (under seat cabin bag), accepted at ALL airlines, but Emirates didn't accept it. When I told the counter agent that this baggage is accepted on all airlines as a personal item, he rudely told me that those were Emirates's rules and that in "someone else's home, the rules must be obey.” He also criticized me for traveling in economy class. Also, when I tried to buy in the app the extra baggage, I choose the extra baggage for the route MIA-BOG, but when I clicked "continue" the site changed the route to BOG-MIA. I noted the mistake when I receive the confirmation by email. Inmediatelly I called Emirates Customer Service but they refused to made me a refund. Now, I had to pay $100 at the counter and I lost the $130 that I paid in the app, because I don't need any extra bagagge for the route BOG-MIA. In addition to the unexpected expense, this experience ruined my trip.
Emirates | "Emirates is highly overrated" | 3 | ✅ Trip Verified | In my opinion, Emirates is highly overrated. It is often promoted as a top-tier airline, but my experience tells a different story. In economy class, the service is underwhelming at best. On this flight to Paris, I was nearly bumped to a later flight due to overbooking, and I had to insist firmly in order to be accommodated. The in-flight experience left much to be desired. The food was disappointing, the service was average, and the cabin felt overcrowded. I requested a glass of water which never arrived. I pressed the call button, but no one responded. Between Dubai and Paris, not once did the crew proactively offer water. As for business class – although I wasn’t flying in that cabin on this occasion, I have done so in the past – Emirates often charges a premium that is difficult to justify given the level of service compared to competitors. I also purchased a Wi-Fi session, which was advertised as high-speed internet. In reality, the download speed was just 2.82 Mbps and the upload speed only 1.78 Mbps – simply unacceptable. To add to the poor impression, the crew announced the wrong time upon arrival in Paris, a basic error that speaks to a lack of attention to detail. The cabin crew, for the most part, were unsmiling and disengaged. Overall, Emirates is no longer the exceptional airline it once was. In economy class, it feels more like a cattle car in the sky than a premium travel experience.
Emirates | "not be using them again" | 5 | ✅ Trip Verified | Having paid to choose our seats on this flight there was an aircraft change and we did not get the seats that we paid for. Despite several email and telephone calls Emirates have refused to refund what is a relatively small amount of money quoting ‘terms and conditions’, although their terms and conditions state that we are entitled to a refund. They used to be a good airline and we have flown with them fairly often. However we will not be using them again.
Emirates | "Seats were comfortable" | 7 | ✅ Trip Verified | An uneventful flight to Amsterdam. Catering was not the best this time: bland food and sides. We were served twice, it filled our stomach but that was it. Service provided by the staff was friendly and speedy despite a full plane. Seats were comfortable. We landed 30 min earlier in Amsterdam.
Emirates | “The most unprofessional staff” | 1 | ✅ Trip Verified | The most unprofessional staff I’ve ever seen. Had to use Emirates as backup because Cathay Pacific delayed our flight. Maybe because of that seat selection was not available for us. That one I do not blame this airline on. But: We got two seats way back at the end of 777. Behind me was a man in his 50s. At the altitude I reclined my seat (not all the way back) and was prepared to get some sleep in this 6 hr flight. Immidiately I feel tap on my shoulder and some arguing that I have to raise my seat. He was arguing that he could not eat with my seat reclined. I tried to explain that my seat does not affect his table position, but really I feel like he just wanted more space. He was really unpleasant to talk to, it felt like there was only his needs and everyone around should just obey to that. English is not my native languge, so I finished the argument with "ask the flight attendant", I was sure that she can explain everything better than me. The man catches flight attendant, explains that he want me to raise my seat. She does not ask any questions, just stands up near me and commands "raise your seat" and proceeds with taking back of my seat and tries to raise it with force. No questions asked. With flight attendant fully on his side I even did not even try to argue. It felt really dengerous to even talk back to these people. Food was given 2 hours (!) after take off. After food serving nobody did not even try to provide us with any sort of bevereges. Again, that is on 6 hrs flight. Is that even legal? We had to catch flight attendant to ask for any water-like substance. How dare you to ask me about upgrades to premium economy or business if you fail to provide any basic service for economy? Or does Emirates starts to provide basic service starting from business? It is logical to just use better airlines instead. It is a level lower than any low-cost airline in the Eastern Europe. I am a frequent flyer and did not expect something like that at the price that I paid. It is by far my worst flight expirience. My family and friends will never use Emirates ever again.
Emirates | "The cabin is clean" | 9 | ✅ Trip Verified | The cabin is clean. Flight attendants are friendly and polite. Seats are comfortable and can be reclined easily. The food is delicious. Flights departed on time.
Emirates | "never fly with them again"  | 1 | Not Verified | I will never fly with them again, they have poor customer care. Long-story short, our flight was cancelled after waiting on the plane for several hours, at 2 AM and under the rain, with two young children we had to find a hotel, catch a taxi and recheck everything out of the airport and then back in. Our luggage had been mishandled and all clothes wet. They wouldnt reimburse for costs incurred as they are counting dollars and cents at present. I wouldnt touch them again, they charge a very large sum of money and their after sale services are very poor
Emirates | "I was hot and thirsty"  | 7 | Not Verified | I dashed across Dubai airport, having an hour and a half transit time since my connecting flight from Bangkok. There was no time to get a drink. I was relieved to get my flight to Birmingham. I was hot and thirsty. Unfortunately, for a torturous 2 hours and 50 minutes, there wasn't a drop of liquid served, although I did ask for a glass of water, which never transpired. Apart from that, which, when you're tired and thirsty, seems a massive problem.
Emirates | "very disappointed with Emirates"  | 1 | Not Verified | Emirates lost my luggage 9 months ago and have still not dealt with the complaint. No PIR number was provided as the team at Manchester airport were very unorganised. All they asked me to do was fill out an online form, through GBS Enquiries which I did. I have been back and fourth and had multiple phone calls with the team but the complaint still has not been dealt with. The customer service has been extremely poor. I'm very disappointed with Emirates.
Emirates | “Emirates delayed flight” | 2 | Not Verified | Emirates delayed flight from Washington D.C to Dubai, then me and my group missed our flight to Dar. Emirates gave us a hotel booking and an alternative flight for the next day. But it is so weired we have never get any support into getting to the hotel. Its so sad that Emirates has started being a Zero Star Airline.
Qatar | “didn’t qualify for Qpoints” | 3 | ✅ Trip Verified | I had a frustrating experience with Qatar Airways Privilege Club. I purchased tickets through their official website, yet part of the flight didn’t qualify for Qpoints. Their response was that the flight was “operated by another airline”, but this was not clear during booking. This is misleading and not acceptable.
Qatar | "comfortable and enjoyable flights" | 1 | ✅ Trip Verified | I flew business class with Qatar Airways on their A350-900 featuring the Qsuite, and it turned out to be one of the most comfortable and enjoyable flights I’ve taken. Everything from the seat to the service felt thoughtfully designed and well-executed. It’s easy to see why Qatar Airways is so highly rated — this flight gave me a clear sense of what sets their business class apart. Qsuite privacy: the sliding door and fully enclosed suite created a personal sanctuary — perfect for work, rest, or relaxation. Full flat bed with soft pillows and a duvet for restful sleep. In-seat massage feature added to the comfort, especially on a long-haul journey. Gourmet-quality meals with a diverse menu. Every dish was beautifully presented and tasted amazing. Excellent selection of wines, spirits, and mocktails. High-quality amenity kit, soft pajamas, slippers, and other thoughtful touches. The cabin crew was warm, professional, and attentive throughout the journey. A350 cabin was quiet, smooth ride with mood lighting and large windows. Plenty of room to stow personal items. Wide selection of movies, TV shows, music, and more on a responsive touchscreen.
Qatar | "service was personal and faultless" | 1 | ✅ Trip Verified | This was my first flight with Qatar and I arrived at the airport with anticipation.  was disappointed to learn I would not be travelling in their acclaimed Q Suite. They certainly lived up to what you would expect from an airline that has been awarded World’s Best Airline and recognised as having the World’s Best Business Class. There was one thing that needs to be addressed and that is the music played while boarding. It was ridiculously loud. Some of the things that really standout for me: Business Class passengers are given a sleeper suit to wear which was much appreciated. The inflight service was personal and faultless. The lay-flat function of the chair was extremely good, and the bedding material was great. The catering was the best I’ve experienced in a long time. The meals where truly exceptional and the fact they offer caviar to business class passengers is remarkable. This airline truly deserves the accolades it has received, and I can’t wait for my next flights with Qatar which at this stage will be in November this year.
Qatar | "wonderful service provided" | 1 | ✅ Trip Verified | I was travelling to Cochin on Nov 21st 2024 going home for my vacation, and before i boarded the flight from Doha to Cochin i was upgraded from Economy to Business class in that sector. The service was exceptional and i still remember one of the flight attendant Aravind who was going extra mile to help me with the food. I am so proud to become a silver card member in Qatar Airways. Thank you Qatar Airways for all the wonderful service provided to passengers.
Qatar | "The WIFI was super fast" | 1 | ✅ Trip Verified | Excellent check in service at Male though it was high season in the Maldives and very high passenger volumes but they were efficient and courteous big shout out to Abdullah. The flight left ahead of time because of the great job the ground staff did. The plane had lie flat angled business class had a mid row but I did not mind as a night departure from Male is not like a day time departure which is a heavenly scene. Onboard service was nice and dinner was like Jeckel and Hyde the Tuna and Scallops appetizer was excellent but the steak overdone and unchewable. The WIFI was super fast I could view YouTube and everything else.
Qatar | "best Business Class flight" | 1 | ✅ Trip Verified | Probably the best Business Class flight of my life and I have been traveling extensively in the last thirty years. Went from Dubai to Milan via Doha and back within five days. The configuration of the seats was different from one leg to another. The first leg was with the Q Suite game changer and the second with a more regular seat but still extremely comfortable. All flights punctual or landed earlier. In all routes the service was impeccable. The catering was comparable with a five star restaurant. Clean toilets. The comfort of the seats was unparalleled. Endless selection of movies. Onboard WiFi was very fast and reasonably priced.
Qatar | "has become my favourite airline" | 1 | ✅ Trip Verified | Qatar Airways has become my favourite airline on the Toronto to Colombo route, which my family and I travel in Business Class, once or twice a year. I thoroughly enjoy the QSuite on the long leg of the flights to and from Doha. The privacy and the comfort offered by the QSuite is unparalleled to any other airline which operates on this route. The service from the cabin staff is outstanding, and I have enjoyed attentive service with a smile. Meal options and the option to enjoy meals at one’s convenience is an added feature. I appreciate the fact that, since last Autumn, Qatar flies in and out of Toronto Pearson Airport, which significantly reduces the travel time. We previously had to travel to Montreal in order to take Qatar Airways. Complimentary wifi on board is definitely appreciated.
Qatar | “cabin service was excellent” | 9 | ✅ Trip Verified | Early morning departure and morning arrival in Maldives! The timing is not the greatest as the arrival is at the same time with many other flights and it makes long queues and puts pressure on the sea planes connecting to the atolls the plane was an ex Cathay Pacific plane and is still configured in the Herring Bone seats and CX hardware. The cabin service was excellent and WIFi was fantastic even YouTube worked.
Qatar | "I complained on each flight" | 3 | ✅ Trip Verified | I flew from Tokyo Narita to Sofia via Doha and returned to Tokyo from Bucharest via Doha. Despite having reserved a vegetarian meal, on all flights crew forgot and I had to remind them. I complained on each flight and met the same reaction - a crew member telling me that this never usually happens, apologizing profusely, and promising that everything will be okay on the next flight. By the time it occurred for the 4th time on the 4th flight, I was finding it all rather frustrating and perplexing. On the flight from Bucharest to Doha I was given dirty cutlery and the cabin assistant whose attention I brought it to wasn't apologetic. She took the spoon from me and said it was a mistake and she would get a new one. In the end I had to call the senior cabin assistant who did apologize.  I found the inflight map system on 3 of the 4 flights to be extremely old fashioned. It was just a basic low-resolution non-interactive map of the kind that airlines used to provide when adding maps to the online entertainment was a new thing (fifteen or twenty years ago). On a long flight, I find the interactive maps to be very interesting and help to pass the time.  When I asked a crew member on the Bucharest to Doha flight how to check the movies I had placed on my favorites list, she said that such a feature does not exist on the inflight entertainment system for this aircraft. However, it did as I had already used it on a previous Qatar flight using the same model of aircraft and I had already added my favorite movies for this flight onto my list. I was unable to remember how to view the list. I tried to explain this to her, but she said that no such system existed and explained that not all aircraft have this feature. In the end, I played around for ten minutes or so and figured it out myself. I wouldn't have minded if the crew member was honest and said she didn't know or that she needed to check with someone else. I don't understand how Qatar are ranked up there with the top airline. The only thing that went well was that all four flights left on time.
Qatar | "a pleasure flying with you"  | 9 | ✅ Trip Verified | As a regular work-related traveler, the most important thing for me is time when flying - speed at check-ins and flights departing and arriving on time as scheduled. I have been using Qatar Airways for a few years for all my international travel, and I can plan with confidence my onward travel, meetings etc. The onboarding process is seamless, and the ground staff are knowledgeable, friendly, and helpful. During flights, the same level of professionalism can be expected, and there are no surprises. I fly the same long-distance route approximately every four weeks, and the experience remains consistent. The food is usually excellent, but on my last trip a few days ago, the Doha-Amman leg, the dinner was exceptional, serving dishes that you do not usually see on flights (to clarify - I flew business class). Thank you, Qatar Airways. It remains a pleasure flying with you.
Singapore Airlines | " there’s little room between each row" | 6 | ✅ Trip Verified | In October 2024 I flew with Singapore Airlines return from Sydney to Phnom Phen and the flights between Singapore and Cambodia were on their new 737-MAX 8. It was my first opportunity to experience their regional business class and from row 2 - their much talked about throne seat. Despite the flight time, Male is another destination in their regional network, only this time it was a 787-10 Dreamliner. Given this is a widebody aircraft, the business class seating is 1x2x1 with the single seats on either side staggered – the front row seat is against the aisle followed by a seat against the window. I usually pre-order my meals using their ‘book the cook’ service but forgot on this occasion. That proved to be a big mistake because what arrived was so underwhelming I can’t even remember what it was. But I know I tried it and then handed the tray and everything on it back to a flight attendant and chose to sleep instead. The seat converts into a lay flat bed which was quite comfortable given there’s no bedding provided other than a blanket and pillow. But the footwell is much more accommodating than the 737 throne seat. However, there’s little room between each row, so business class is tightly packed and on a full flight like mine the cabin is no a haven in the sky. Despite that, I managed to get about 2 hours of much needed sleep. Then on arrival, the rather expensive bottle of champagne I purchased on board was seized. I was unaware that you require a license to bring any alcohol into the country; even if it’s just 1 bottle. It would have been nice if the crew said something before, they processed the sale. Did the flight experience live up to my expectations? – I would have to say no. Sure the aircraft was fairly new, but then it’s hard to guess the age of their planes from the inside. I should rate this experience as 5 out of 10 because Singapore Airlines can do much better and usually do. But I’m feeling generous so I’ll give them 6
Singapore Airlines | "found my seat area dirty" | 1 | ✅ Trip Verified | I recently flew Business Class on SQ612 from Singapore to Incheon on 9 April 2025, and the experience fell short of what one would expect from a premium airline like Singapore Airlines. Upon boarding, I found my seat area dirty. I raised the issue and submitted photographic evidence, expecting it to be taken seriously. The initial response was a generic apology, and after pushing for escalation, I was offered a SGD100 KrisShop voucher, an insultingly small gesture. This isn’t just about cleanliness; it’s about how customer concerns are handled.
Singapore Airlines | "one of the best airlines" | 9 | ✅ Trip Verified | There can be no doubt, Singapore Airlines is one of the best airlines in the world. From the moment you step on board you are greeted a team of people and each one acknowledges you and you always see a smile. A flight attendant came and introduced herself to me saying she was responsible for taking care of me for this flight and to let her know if I there was anything I needed. I had taken advantage of their ‘book the cook’ service and chosen my meal in advance. But I couldn’t remember what it was I ordered, and was reassure if I changed my mind that wasn’t a problem I was free to choose anything for the flight menu. While the method of changing the chair to a bed on their 777 is unconventional, it’s damn comfortable and easy to get a few hours sleep. The pillows and bedding are a real treat. I find that Singapore Airlines flight attendants have an ability to match the level of service to an individual passenger’s needs. The bathrooms are always clean, and you can enter without fear of what might await you. I wish the airline would provide business class passengers with sleeper suits as other airlines do. On this, they are at a competitive disadvantage. I take my own (typically one from Qatar Airways) and it doesn’t do Singapore Airlines any good to have a passenger walking around in clothing blazoned with a competitor’s logo.
Singapore Airlines | "terribly designed business class seat"  | 6 | ✅ Trip Verified | London to Singapore business class on the A380-800. Marking this rating down due to a fatal flaw in the terribly designed business class seat which is truly awful if you want to try to sleep! While it’s a flat bed you are forced to sleep diagonally with very narrow footwells so that if yiu want to change position to lie on your side then your otherside it’s impossible! It’s to restrictive to move so you’ll hardly get any decent sleep unless you have consumed large amounts of alcohol from the great choice on the wine list…whoever designed this seat needs to be fired! Apparently talking to one flight attendant they did say there’s a refit of new seats & interior on this aircraft planned but wasn’t sure when. Cabin Crew were fabulous as you’d expect in serving our needs & was nice to engage in conversation with a couple of them which was very welcoming indeed. Food was superb & every dish we had was delicious & drink choices again excellent. Forget the WiFi as it’s doesn’t work so save your money & getting frustrated. IFE was good quick responsive touch screen & easy to navigate. Definitely recommend this airline but at this time avoid the A380-800 business class seat if you think you’ll get a good nights sleep & opt for there 350 or 777 aircraft.
Singapore Airlines | "very mixed experience"  | 6 | ✅ Trip Verified | Flew on SQ228; very mixed experience. The cabin crew were extremely good, and efficient. The food however was not up to standard. My wife and myself had diffent meals and we both thought it was poor. Also l am not a fan of the seat configuration. The storage areas are really good, however unless you are lying completely flat you are forced to sit on an uncomfortable angle to stretch your legs out.
Singapore Airlines | "remains a reliable choice" | 9 | Not Verified | I recently flew on Singapore Airlines from Hong Kong to Singapore, and the experience was largely pleasant, reaffirming the airline’s reputation. Check-in at HKG was smooth, with efficient staff and minimal queues. Boarding was well-organized, adhering to priority groups, though the process felt slightly rushed due to a tight schedule. The A350-900 was clean and modern, with comfortable economy seats offering decent legroom. The cabin crew was attentive and polite, providing warm service throughout the flight. Noise levels were low, contributing to a relaxing journey. KrisWorld’s entertainment system had a great selection of movies and music. However, the touchscreen was occasionally sluggish. Meal service was a highlight, I opted for the seafood pasta, which was flavorful and well-presented. A small snack and beverages were also served, with a good variety of options. The flight departed on time and arrived early, which was impressive. Turbulence was minimal, and the captain provided clear updates. The only downside was the slightly cramped seating, which is typical for economy class on long-haul configured aircraft.  While the seat space could be better, Singapore Airlines remains a reliable choice for this route. Would fly again for the service and punctuality!
Singapore Airlines | "experience was very enjoyable" | 9 | ✅ Trip Verified | Once I arrived at the check-in counter, a friendly smile greeted us.  When I boarded the plane, I found that it was an old plane, but things inside were excellent. For instance, the seat was a bit narrow but I could comfortably sit. Cabin crew were polite.  The food was delicious and a variety of drinks to choose from. There was not many movies to watch I linked to the WiFi. The experience was very enjoyable.
Singapore Airlines | “It all came to an end too quickly” | 9 | ✅ Trip Verified | Having last flown Singapore Airlines more than two decades ago, I was enthusiastic to fly again in their A350, albeit a short flight from Bangkok to Singapore. It began with a speedy Business Class check-in, with instructions to follow the signs to the SilverKris Lounge. Through Fast Track security, I headed towards the Gate 7 area, which was a fairly lengthy walk. Boarding was efficient. The first thing that impressed me was the gorgeous look of the cabin. It appeared in pristine condition. The cabin colour scheme of shades of mauve and light bluey-purple looked impeccable. Laid out in a 1x2x1 arrangement, this was a long-haul seating aircraft, operating on short-haul regional flights (sadly in Europe we have to contend with an 18-inch wide seat and 30-inch pitch, and no IFE). All the essential features of flatbed seating on this A350 were there. The seat functions on the side of the seat worked smoothly and effortlessly. A large pillow and blanket were placed on the seat. And on the side, was a small locker containing USB and power points, along with a menu and headphones. The pull-out mirror was a nice touch too. Preflight soft drinks came around, and requesting champagne, it was promptly served soon after. Just before pushback, hot towels were provided, and the safety video began with instructions to put on the 3-point seat belt (which has the shoulder strap). Once at cruising height, the breakfast service began. Being a short duration flight, the meal was served on a single tray. I was addressed by my name, and so opted for the Seafood Pad Thai, which came with prawns, scallops and fish cake - absolutely delicious. Without requesting, I was served with more champagne, followed by coffee. The touch-screen IFE worked well, and I noted a good selection of some of the very latest movies. I assumed that this was the same on all flights, as it wouldn't be possible to watch a 2-hour movie on a 2-hour flight. The headphones were a tad heavy and did not feel too comfortable. Overall, although the crew were non-engaging (short flight), the service was friendly and carried out with precision. It all came to an end too quickly, and I hope my next flight with Singapore Airlines will be a 'proper' long haul.
Singapore Airlines | "below average pitch and recline" | 7 | ✅ Trip Verified | Check in at Istanbul airport very fast and friendly with nine check in counters in operation. Boarding well organized. Both flights were on the quiet A359. Food and service on both flights decent, IFE ok, and WiFi rather mediocre. The seats are tight with a below average pitch and recline. Both flights on time.
Singapore Airlines | "no dining on demand" | 5 | Not Verified | Changi Airport looking dated, but the SQ lounge was outstanding. Big working areas, excellent shower facilities, nice bar, plenty of good tasting food, spotlessly clean, good atmosphere. The business class seat lounging and sleeping positions are not comfortable, and the seat’s controls did not work quickly. Difficult to use power outlets, complicated storage areas, sleeping in a diagonal position with very small foothole. The IFE feels old with limited choice. No live TV. Worst deterioration when compared to their past offering, was the food & beverages. Limited choice, main course tasted bland, and premium drinks served in small soda-type glasses, no dining on demand. Luckily the complimentary wifi worked well.
American Airlines | "long distance telephone charges"  | 2 | Not Verified | Do not travel on American Airlines unless you have no other choice which was and is my case. This review refers only to American Airlines telephone customer service; before my return trip next week I needed to ask AA something concern my flight. The local number that I had is disconnected and no new number provided. Consequently I had to make a long distance overseas call for which I was billed long distance telephone charges that lasted almost fifteen minutes before the AA representative was able to give a local number which was not disconnected.
American Airlines | "one of the worst flights I’ve had" | 4 | ✅ Trip Verified | I knew there was something wrong with the entertainment system before we left LAX because I had watched the huddle of technicians from my seat. They had removed the cover off a rather large panel and were pushing buttons and muttering. My suspicions were confirmed when there was no safety video and they did it the old fashioned way with the crew standing in the aisle with an oxygen mask in one hand and a life vest around their necks. However, they didn’t say a word about it to the passengers until we were in the air and well on our way to Sydney. I guess they figured the reaction of learning you faced 15 hours without movies, music or games would be less in the air than on the ground. Well, at least I could enjoy the leisurely pace of the first class meal service; so I thought. But clearly the 2 male flight attendants looking after the first class cabin had better things to do. The service was practically over before it began. The courses came so fast I could barely keep up and the food was terrible. All in all it was one of the worst flights I’ve had in years and the 2 guys looking after first class should retire and pass the mantle to someone less jaded.
American Airlines | "fantastic, spectacular service" | 1 | ✅ Trip Verified | Had a great flight in from Tampa on our way to 5 national parks in Utah. Chance and Erico were fantastic, spectacular service and took great care of us.
American Airlines | "never flying with American again" | 1 | Not Verified | My daughter and I were traveling from Norfolk VA to Boston MA on April 8, 2025. We had a flight that was suppose to depart at 8:06AM leaving from Norfolk with a connection in Philadelphia then on to Boston arriving around 10:30-11am. We were at the Norfolk airport at 7am waiting for our flight to board when the 1st delay was announced for 2 hours. We went up to the ticket counter and the agent was able to rebook us on a different connecting flight only delaying us about 2 hours. The second delay of 6 hours was announced about an hour before the second boarding was suppose to happen. And the announcement was to call American customer service to rebook again. I did call customer service and was rebooked on a different flight going to Laguardia airport and we had to wait 3 hours for this flight to depart. This short flight on a smaller plane was extremely turbulent on the last half and my daughter and I were so nauseated and exhausted. The layover in Laguardia was another 2-3 hours. At least Laguardia had a nice food court and we were able to sit and have lunch. The flight to Boston was uneventful.  I am very disappointed in the delays and handling of passengers by American Airlines. This delay should have been called much earlier. They announced it was due to mechanical issues. Why not inspect the planes more frequently and cancel flights at least 6-8 hours before the flight departs if any issues. That way passengers can be rebooked and notified ahead of time. And if this does happen last minute airlines should be required to offer cash or gift card or something. It was a horrible experience and day and one I will never forget. I plan on never flying with American again. And I will be letting my friends and family know what a bad experience this was so that this does not happen to them. I was not the only angry and disappointed passenger. I overheard other passengers stating this happens alot with American airlines,
American Airlines | "delayed over 5 hours"  | 1 | ✅ Trip Verified | I have flown five flights with American Airlines in the last 4 months. Each one has been delayed over 5 hours for mechanical problems. When you contact American Airlines they don't care they just blow you off. They don't care that they're delaying you missing appointments and connections.
American Airlines | “may as well be a greyhound station” | 1 | ✅ Trip Verified | My flight was originally for 6:15 am, this flight was delayed. I was issued a new ticket that required me to be stranded in Phoenix Arizona for 11 hours. I was originally supposed to arrive at my destination (Minneapolis) at 2:14 pm. My 6 hour trip turned into an all day event. Also, I just got word that my flight to Phoenix is, once again, delayed. I spent a lot of money for this trip... this may as well be a greyhound station.
American Airlines | "crew was pleasant and professional" | 1 | ✅ Trip Verified | My recent flight from Washington, D.C. (DCA) to Philadelphia (PHL) with American Eagle, operated by PSA Airlines, was smooth and efficient. We experienced a minor maintenance delay, but on a 27-minute flight, it hardly made a difference. The crew was pleasant and professional, ensuring a comfortable experience. The aircraft, a CRJ-900, is the largest in PSA’s fleet, offering a bit more space compared to their other planes. Given the short duration of the flight, there’s really nothing to complain about it was a quick, easy, and well-handled trip. Great job PSA!
American Airlines | "We were extremely pleased" | 1 | ✅ Trip Verified | My Husband and I traveled on American Airlines Flight AA3089 to New York from Florida. We were extremely pleased traveling home on this plane. This was mainly due to Flight Attendant DeJon. DeJon made sure we were comfortable, asked us what drinks we wanted, and served us snacks and a very nice lunch. Mostly, he was so congenial and I could see he was working so hard taking care of the passengers. My Husband and I are seniors and I can honestly say that we very much appreciated DeJon. It made our flight enjoyable, and we were glad we flew with American Airlines.
